ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K11626	1	1	1	1	1	0	0	0	0	0
K11631	0	1	1	1	1	0	0	0	0	0
K11632	0	1	1	1	1	0	1	0	0	1
K11645	0	0	0	0	0	1	1	1	1	1
K11685	0	1	0	0	0	0	0	0	0	0
K11689	0	0	0	0	0	1	1	1	0	0
K11690	0	0	0	0	0	1	1	1	1	1
K11693	1	1	1	1	1	0	0	0	0	0
K11711	0	0	0	0	0	0	1	1	1	1
K11717	1	1	1	1	1	1	1	1	1	1
K11719	0	0	0	0	0	1	1	1	1	1
K11720	1	1	0	0	0	1	1	1	1	1
K11734	0	1	0	0	0	0	0	0	0	0
K11741	1	1	1	1	1	1	1	1	1	1
K11744	0	0	0	0	0	1	1	1	1	1
K11745	0	0	0	0	0	0	0	1	0	0
K11747	0	1	0	0	0	1	1	1	1	1
K11748	0	0	0	0	0	0	0	1	0	0
K11749	1	1	1	1	1	1	1	1	1	1
K11750	0	1	0	0	0	0	0	0	0	0
K11751	1	1	1	1	1	1	0	0	0	0
K11752	1	1	1	1	1	1	1	1	1	1
K11753	1	1	1	1	1	1	1	1	1	1
K11754	1	1	1	1	1	1	1	1	1	1
K11755	1	1	1	0	1	0	0	0	0	0
K11788	0	0	0	0	0	1	1	1	1	1
K11811	0	0	0	0	0	1	1	1	1	1
K11815	1	1	1	0	1	0	0	0	0	0
K11844	0	0	0	0	0	0	0	1	0	1
K11890	0	0	0	0	0	0	1	0	1	0
K11891	0	1	0	0	0	0	1	0	1	0
K11892	0	0	0	0	0	0	1	0	1	0
K11893	0	0	0	0	0	0	1	0	1	0
K11894	0	0	0	0	0	1	1	1	1	1
K11895	0	0	0	0	0	0	1	0	1	0
K11896	0	0	0	0	0	0	1	0	1	0
K11897	0	0	0	0	0	0	1	0	1	0
K11898	0	0	0	0	0	0	1	0	1	0
K11899	0	0	0	0	0	0	1	0	1	0
K11900	0	0	0	0	0	0	1	0	1	0
K11901	0	0	0	0	0	0	1	0	1	0
K11902	0	0	0	0	0	0	1	0	1	0
K11903	0	0	0	0	0	0	1	0	1	0
K11904	0	0	0	0	0	0	1	0	1	1
K11906	0	0	0	0	0	0	0	0	1	0
K11907	0	0	0	0	0	0	1	0	1	0
K11911	0	1	0	0	0	0	0	0	0	0
K11913	0	0	0	0	0	0	0	0	1	0
K11921	1	0	1	0	1	1	1	1	1	1
K11922	1	1	1	0	0	0	0	0	0	0
K11925	1	1	1	1	1	0	0	0	0	0
K11927	0	0	0	0	0	1	1	1	1	1
K11928	1	1	1	1	1	0	0	0	0	0
K11931	0	1	0	0	1	1	1	1	1	1
K11936	1	1	1	1	1	0	0	0	0	0
K11937	1	1	1	0	0	0	0	0	0	0
K11938	0	1	0	0	0	0	0	0	0	0
K11939	0	0	0	0	0	1	1	1	1	1
K11940	0	0	0	0	0	1	1	1	1	1
K11959	0	0	0	0	0	1	1	1	1	1
K11960	0	0	0	0	0	1	1	1	1	1
K11961	0	0	0	0	0	1	1	1	1	1
K11962	0	0	0	0	0	1	1	1	1	1
K11963	0	0	0	0	0	1	1	1	1	1
K11991	1	1	1	1	1	1	1	1	1	1
K11993	0	0	0	0	0	1	1	1	1	1
K12056	0	1	0	0	0	0	0	0	0	0
K12062	0	0	0	0	0	0	1	0	1	1
K12063	0	0	1	0	1	0	0	0	0	0
K12069	0	1	0	0	0	0	0	0	0	0
K12072	0	1	0	0	0	0	0	0	0	0
K12113	0	0	0	0	1	0	0	0	0	0
K12132	1	1	1	1	1	0	0	1	0	0
K12137	0	0	0	0	0	0	1	1	1	0
K12138	0	0	0	0	0	0	1	1	0	0
K12140	0	0	0	0	0	0	1	1	0	0
K12141	0	0	0	0	0	0	1	1	0	0
K12152	0	0	0	0	1	0	0	0	0	0
K12211	0	0	0	0	0	1	1	1	1	1
K12235	0	0	0	0	0	0	0	0	0	1
K12243	0	0	0	0	0	0	0	0	0	1
K12251	0	1	0	0	0	0	1	0	0	1
K12253	0	1	0	0	0	0	0	0	0	0
K12255	0	0	0	0	0	0	1	0	0	0
K12256	0	0	0	0	0	1	1	1	1	1
K12257	1	1	0	1	0	1	1	1	1	1
K12259	0	0	0	0	0	0	1	0	1	1
K12262	0	0	0	0	0	1	1	1	1	1
K12263	1	1	1	1	1	1	0	0	0	0
K12266	0	1	0	0	0	0	0	0	0	0
K12267	1	1	1	1	1	0	0	0	0	0
K12283	0	0	0	1	0	0	0	0	0	1
K12284	0	0	0	0	0	1	0	0	0	0
K12285	0	1	0	1	0	0	0	0	0	0
K12289	0	1	0	0	0	0	0	0	0	0
K12308	0	1	1	1	1	1	1	1	1	1
K12343	0	0	0	0	0	1	0	0	0	0
K12368	0	0	0	0	0	1	1	1	1	1
K12369	0	0	0	0	0	1	1	1	1	1
K12370	0	0	0	0	0	1	1	1	1	1
K12371	0	0	0	0	0	1	1	1	1	1
K12372	0	0	0	0	0	1	1	1	1	1
K12373	0	0	0	0	0	1	1	1	1	1
K12445	1	1	1	1	1	0	0	0	0	0
K12446	1	0	0	0	0	0	0	0	0	0
K12448	0	1	1	1	1	1	1	1	1	1
K12478	0	0	0	0	0	1	0	1	1	1
K12500	0	1	0	0	0	0	0	0	0	0
K12506	0	0	0	0	0	1	1	1	1	1
K12510	0	0	0	0	0	1	1	1	1	1
K12511	0	0	0	0	0	1	1	1	1	1
K12513	0	0	0	0	0	1	1	1	1	1
K12514	0	0	0	0	0	0	1	0	0	1
K12515	0	0	0	0	0	1	1	1	1	1
K12518	0	1	0	0	0	0	0	0	0	0
K12519	0	1	0	0	0	0	0	0	0	0
K12521	0	1	0	0	0	0	0	0	0	0
K12524	0	1	0	0	0	0	0	0	0	0
K12525	0	1	0	0	0	0	0	0	0	0
K12536	0	0	0	0	0	1	1	1	1	1
K12537	0	0	0	0	0	1	1	1	1	1
K12541	0	1	0	0	0	0	0	0	0	0
K12546	0	0	0	0	0	0	1	0	0	1
K12547	0	0	0	0	0	1	1	1	1	1
K12548	0	0	0	0	0	1	1	1	1	1
K12573	1	1	1	1	1	1	1	1	1	1
K12574	1	1	1	1	1	1	1	1	1	1
K12583	0	0	0	0	0	1	1	1	1	1
K12658	0	0	0	0	0	0	1	1	1	1
K12660	0	1	0	0	0	0	0	0	0	0
K12661	0	1	0	0	0	0	0	0	0	0
K12678	0	0	0	0	0	1	1	1	1	1
K12685	0	0	0	1	0	1	1	1	1	1
K12687	0	0	0	0	0	0	1	0	0	0
K12710	0	0	0	0	0	0	1	1	0	0
K12743	0	0	0	0	0	0	0	1	0	0
K12941	0	0	0	0	0	1	1	1	1	1
K12944	1	1	1	1	1	1	1	1	0	0
K12945	0	0	0	0	0	1	1	1	1	1
K12953	1	1	1	1	1	1	1	0	1	1
K12960	1	1	1	1	1	1	1	1	1	1
K12961	0	0	0	0	0	1	0	0	0	0
K12972	1	1	1	0	0	1	1	1	1	1
K12974	0	1	0	0	0	0	0	0	0	0
K12976	0	0	0	0	0	1	1	0	1	0
K12978	0	0	0	0	0	1	1	1	1	1
K12980	0	0	0	0	0	1	1	1	1	1
K12987	0	0	0	0	0	0	1	1	0	0
K12988	0	1	1	0	0	1	0	0	0	1
K12989	0	0	0	0	0	1	1	1	1	1
K12990	0	0	0	0	0	0	0	0	0	1
K12997	0	0	0	0	0	0	0	0	1	1
K12998	0	0	0	1	1	0	0	0	0	0
K13002	0	0	0	0	0	0	1	1	0	0
K13004	0	0	1	0	0	0	0	0	0	0
K13010	0	0	0	0	0	1	1	1	1	1
K13012	0	1	1	1	1	1	1	1	1	1
K13015	0	0	0	0	0	1	1	1	1	1
K13017	0	0	0	0	0	1	1	1	1	1
K13018	0	0	0	0	0	1	1	1	1	1
K13020	0	0	0	0	0	1	1	1	1	1
K13021	0	1	0	0	0	1	1	1	1	1
K13038	1	1	1	1	1	1	1	1	1	1
K13040	0	1	0	0	0	0	0	0	0	0
K13052	1	1	1	1	1	0	0	0	0	0
K13075	0	0	0	0	0	1	1	1	1	1
K13255	0	0	0	1	0	1	1	1	1	1
K13274	1	1	1	1	1	0	0	0	0	0
K13277	1	1	1	1	1	0	0	0	0	0
K13278	0	0	0	1	0	0	0	0	0	0
K13283	1	1	1	1	1	1	1	1	1	1
K13292	1	1	1	1	1	1	1	1	1	1
K13300	1	1	1	1	1	0	0	0	0	0
K13307	0	0	0	0	0	0	0	1	0	0
K13384	0	0	0	0	0	1	1	0	0	0
K13408	0	0	0	1	0	0	0	0	0	0
K13409	0	0	0	1	0	0	0	0	0	0
K13412	0	0	0	0	0	0	1	0	1	1
K13444	0	1	0	0	0	1	1	1	1	1
K13448	0	0	0	0	0	1	1	1	1	1
K13459	0	0	0	0	0	0	0	1	0	0
K13481	0	0	0	0	0	1	1	1	1	1
K13482	0	0	0	0	0	1	1	1	1	1
K13483	0	0	0	0	0	1	1	1	1	0
K13485	0	0	0	0	0	1	1	1	1	1
K13487	0	0	0	0	0	1	0	0	0	0
K13497	0	1	0	0	0	0	0	0	0	0
K13503	0	0	0	0	0	1	1	1	1	1
K13529	0	0	0	0	0	1	1	1	0	1
K13530	0	1	1	0	0	0	0	0	0	0
K13533	0	0	0	0	1	1	1	1	1	1
K13540	0	0	0	0	0	1	1	1	1	1
K13541	0	0	0	0	0	1	0	1	0	0
K13572	0	0	0	0	0	1	1	1	1	1
K13573	1	1	1	1	1	1	1	1	1	1
K13581	0	0	0	0	0	1	1	1	1	1
K13582	0	0	0	0	0	1	1	1	1	1
K13583	0	0	0	0	0	1	1	1	1	1
K13584	0	0	0	0	0	1	1	1	1	1
K13587	0	0	0	0	0	1	1	1	1	1
K13588	0	0	0	0	0	1	1	1	1	1
K13589	0	0	0	0	0	1	1	1	1	1
K13590	1	1	1	1	1	1	1	1	1	1
K13592	0	0	0	0	0	1	1	1	1	1
K13598	0	0	0	0	0	1	1	1	1	1
K13599	0	0	0	0	0	1	1	1	1	1
K13622	0	0	0	0	0	1	1	1	1	1
K13623	0	0	0	0	0	1	1	1	1	1
K13626	1	1	1	1	1	0	0	0	0	0
K13628	1	1	1	1	1	1	1	1	1	1
K13629	0	1	0	0	0	0	0	0	0	0
K13633	0	0	0	0	0	1	1	1	1	1
K13637	0	0	0	0	0	1	1	1	1	1
K13638	0	0	0	0	0	1	1	1	1	1
K13639	0	0	0	0	0	1	1	1	1	1
K13640	0	0	0	0	0	0	1	1	0	1
K13641	0	0	0	0	0	1	1	1	1	1
K13642	0	0	0	0	0	1	1	1	1	0
K13643	0	0	0	0	0	1	1	1	1	1
K13652	0	0	0	0	0	1	1	1	1	1
K13653	1	1	1	0	0	1	1	1	1	1
K13654	0	0	0	0	0	1	0	0	1	1
K13657	0	0	0	0	0	1	1	1	1	1
K13662	0	0	0	0	0	1	1	1	1	1
K13663	1	1	1	1	1	0	0	0	0	0
K13668	0	0	0	0	0	1	1	1	1	1
K13670	0	0	0	0	0	0	1	0	0	0
K13684	0	0	1	1	1	0	0	0	0	0
K13688	0	0	0	0	0	1	1	1	1	1
K13693	0	0	0	0	0	1	1	1	1	1
K13694	0	1	0	0	0	0	1	0	1	0
K13702	0	0	0	0	0	1	1	1	1	1
K13730	0	0	1	0	1	0	0	0	0	0
K13734	1	1	1	1	1	0	0	0	0	0
K13735	0	1	0	0	0	0	0	0	0	0
K13770	1	1	1	1	1	0	0	0	0	0
K13771	1	1	1	1	1	1	1	1	1	1
K13772	0	0	0	0	0	1	1	1	1	1
K13774	0	1	0	0	0	0	0	0	0	0
K13786	0	0	0	0	0	1	1	1	1	1
K13788	1	1	1	1	1	1	1	1	1	1
K13797	0	1	0	0	0	1	1	1	1	1
K13799	1	1	1	1	1	0	0	0	0	0
K13815	0	0	0	0	0	1	1	1	1	0
K13821	1	1	1	1	1	1	1	1	1	1
K13829	0	0	0	0	0	1	1	1	1	1
K13853	1	1	1	1	1	0	0	0	0	0
K13874	0	1	0	0	0	1	1	1	1	1
K13875	0	0	0	0	0	1	1	1	1	1
K13876	0	0	0	0	0	1	1	1	1	1
K13877	0	0	0	0	0	1	1	1	1	1
K13892	0	0	0	0	0	1	1	1	1	1
K13893	0	0	0	0	0	1	1	1	1	1
K13894	0	0	0	0	0	1	1	1	1	1
K13895	0	0	0	0	0	1	1	1	1	1
K13896	0	0	0	0	0	1	1	1	1	1
K13926	0	1	0	0	0	1	1	1	1	1
K13936	0	0	0	0	0	1	1	1	1	1
K13953	0	0	0	0	1	1	1	1	1	1
K13963	0	0	0	0	0	1	1	1	0	1
K13967	0	1	0	0	0	0	0	0	0	0
K13979	0	0	0	0	0	1	1	1	1	1
K13985	1	1	1	1	1	1	1	1	1	1
K13993	1	1	1	0	1	1	1	0	1	1
K13995	0	0	0	0	0	1	0	1	1	1
K13997	0	0	0	0	0	0	0	0	0	1
K14052	0	1	0	0	0	0	0	1	0	0
K14054	1	1	1	1	1	0	0	0	1	0
K14055	0	1	0	0	0	1	1	1	1	1
K14056	0	0	0	0	0	0	0	0	0	1
K14057	0	0	0	0	0	1	1	1	1	1
K14058	0	0	0	0	0	1	1	1	1	1
K14059	0	1	0	1	0	1	1	1	0	1
K14060	0	0	0	1	0	0	0	0	0	0
K14061	0	0	0	0	0	1	1	1	1	1
K14063	0	0	0	0	0	1	1	1	1	1
K14085	0	0	0	0	0	1	1	1	1	1
K14136	0	0	0	0	0	1	1	0	0	0
K14153	0	0	0	0	0	0	0	0	1	1
K14155	1	1	1	1	1	0	0	0	0	0
K14159	0	0	0	0	0	1	1	1	1	1
K14160	0	0	0	0	0	1	1	1	1	1
K14161	0	0	0	0	0	1	1	1	1	1
K14162	0	0	0	0	0	1	1	1	1	1
K14163	0	0	0	1	0	0	0	0	0	0
K14188	0	0	1	0	1	1	1	1	1	1
K14189	0	0	0	0	0	1	1	1	1	0
K14194	0	0	0	1	1	0	0	0	0	0
K14195	0	0	0	1	1	0	0	0	0	0
K14205	1	1	1	1	1	1	1	1	1	1
K14208	0	0	0	0	0	1	1	1	1	1
K14256	0	0	0	0	0	1	1	1	1	1
K14259	0	0	0	0	0	1	1	1	1	1
K14261	0	0	0	0	0	1	1	1	1	1
K14273	0	0	0	0	0	1	1	1	1	1
K14274	1	1	1	1	1	0	0	0	0	0
K14286	0	0	0	0	0	1	1	1	1	1
K14333	0	0	0	0	0	1	1	0	1	0
K14335	0	0	0	1	0	0	0	0	0	0
K14340	0	0	0	1	0	0	1	1	0	1
K14347	0	0	0	0	0	1	1	1	1	1
K14392	0	1	0	0	0	0	0	0	0	0
K14393	1	1	1	0	0	0	0	0	0	0
K14405	0	0	0	0	0	1	0	1	1	1
K14415	1	1	1	1	1	0	0	0	0	0
K14422	0	0	0	0	0	1	1	1	1	1
K14440	0	1	0	0	0	0	0	0	0	0
K14445	1	1	1	1	1	1	1	1	1	1
K14451	0	0	0	0	0	1	1	1	1	1
K14481	0	1	0	0	0	0	0	0	0	0
K14540	1	1	1	1	1	0	0	0	0	0
K14584	0	0	0	0	0	1	1	1	1	1
K14588	0	0	1	0	0	0	0	0	0	0
K14597	1	1	1	1	1	0	0	0	0	0
K14598	1	1	1	1	1	0	0	0	0	0
K14633	0	0	0	0	0	0	1	1	1	1
K14645	0	1	0	0	0	1	1	1	1	1
K14647	0	0	0	0	0	0	0	0	0	1
K14652	1	1	1	1	1	1	1	1	1	1
K14654	0	0	0	0	0	1	1	1	1	1
K14657	0	0	0	0	0	1	1	1	1	1
K14658	0	0	0	0	0	1	1	1	1	1
K14659	0	0	0	0	0	1	1	1	1	1
K14660	0	0	0	0	0	1	1	1	1	1
K14661	0	0	0	0	0	1	1	1	1	1
K14665	1	1	1	1	1	0	0	0	0	0
K14666	0	0	0	0	0	1	1	1	1	1
K14672	0	0	0	0	0	0	0	0	0	1
K14673	0	0	0	0	0	1	1	1	1	1
K14682	0	1	0	0	0	0	0	0	0	0
K14692	0	0	0	0	0	1	0	0	0	0
K14727	0	0	0	0	0	1	1	1	1	1
K14731	0	0	0	0	0	1	1	1	1	1
K14733	0	0	0	0	0	1	1	1	1	1
K14742	1	1	1	1	1	1	1	1	1	1
K14761	1	1	1	1	1	0	0	0	0	0
K14763	0	0	0	0	0	0	0	0	0	1
K14819	0	0	0	0	0	1	0	0	0	0
K14952	1	1	1	0	1	0	0	0	0	0
K14974	0	0	0	0	0	0	0	1	1	1
K14977	0	0	0	0	0	1	1	1	1	1
K14979	0	0	0	0	0	0	0	0	1	0
K14980	0	0	0	0	0	1	1	1	1	1
K14981	0	0	0	0	0	1	1	1	1	1
K14986	0	0	0	0	0	1	1	1	1	1
K14987	0	0	0	1	0	1	1	1	1	1
K14998	0	0	0	0	0	1	1	1	1	1
K15011	0	0	0	0	0	1	1	1	1	1
K15012	0	0	0	0	0	1	1	1	1	1
K15034	0	0	0	0	0	1	1	1	1	1
K15051	0	0	1	0	0	0	0	0	0	0
K15054	0	0	0	0	0	0	0	0	0	1
K15055	1	1	1	1	1	1	1	1	1	1
K15057	1	1	1	1	0	1	1	1	1	1
K15066	0	0	0	0	0	0	1	0	0	1
K15125	0	1	0	0	0	1	0	0	1	1
K15241	0	0	0	0	0	1	0	0	0	0
K15256	0	0	0	0	0	1	0	1	1	1
K15268	1	1	1	1	1	1	1	1	1	1
K15269	0	0	0	0	0	1	1	1	1	1
K15270	0	0	0	1	0	1	1	1	1	1
K15342	0	1	0	1	1	0	0	0	0	0
K15357	0	0	0	0	0	0	0	1	1	1
K15359	0	0	0	0	0	0	0	1	0	0
K15368	0	1	0	0	0	0	0	0	0	0
K15371	0	0	0	0	0	1	1	1	1	1
K15460	1	1	1	1	1	1	1	1	1	1
K15461	0	0	0	0	0	1	1	1	0	0
K15475	0	0	0	0	0	1	1	1	1	1
K15509	0	0	0	0	0	0	1	0	0	1
K15510	0	1	1	0	0	0	0	0	0	0
K15518	1	1	1	1	1	0	0	0	0	0
K15519	1	1	1	1	1	0	0	0	0	0
K15520	1	1	1	1	1	1	1	1	1	1
K15524	0	0	1	0	0	0	0	0	0	0
K15532	0	0	0	0	0	1	1	1	1	1
K15537	0	1	0	0	0	0	1	0	0	0
K15539	1	1	1	1	1	1	0	1	0	1
K15546	0	0	0	0	0	0	0	0	0	1
K15548	0	0	0	0	0	0	0	1	0	0
K15549	0	0	0	0	0	1	1	1	1	1
K15550	0	0	0	0	0	0	0	0	0	1
K15551	0	0	0	0	0	1	1	1	1	1
K15552	0	0	0	0	0	1	1	1	1	1
K15553	0	0	0	0	0	1	1	1	1	1
K15554	0	0	0	0	0	1	1	1	1	1
K15555	0	0	0	0	0	1	1	1	1	1
K15576	0	0	0	0	0	1	1	1	1	1
K15577	0	0	0	0	0	1	1	1	1	1
K15578	0	0	0	0	0	1	1	1	1	1
K15580	1	1	1	1	1	1	1	1	1	1
K15581	1	1	1	1	1	1	1	1	1	1
K15582	1	1	1	1	1	1	1	1	1	1
K15583	1	1	1	1	1	1	1	1	1	1
K15586	0	0	0	0	1	0	0	0	0	0
K15599	0	0	0	0	0	0	1	1	1	1
K15629	1	1	1	0	0	0	0	0	0	0
K15633	1	1	1	1	1	0	0	0	0	0
K15634	1	1	1	0	1	0	0	0	0	1
K15640	1	1	1	1	1	0	0	0	0	0
K15658	0	0	0	0	0	0	0	1	0	0
K15660	0	0	0	0	0	0	0	1	0	0
K15670	0	0	0	0	0	0	0	0	0	1
K15719	0	0	0	0	0	1	1	1	1	1
K15721	0	0	0	1	0	0	0	0	0	0
K15725	0	0	0	1	0	0	1	1	1	1
K15726	0	0	0	1	0	0	0	0	0	0
K15727	0	0	0	1	0	0	0	0	0	0
K15729	0	0	0	0	0	0	0	1	0	0
K15735	0	0	0	0	0	1	1	1	1	1
K15736	0	0	0	0	0	0	1	1	1	1
K15738	1	1	1	1	1	1	1	1	1	1
K15770	1	1	1	1	1	0	0	0	0	0
K15771	1	1	1	1	1	0	0	0	0	0
K15772	1	1	1	1	1	0	0	0	0	0
K15773	0	0	0	0	0	1	1	1	1	1
K15777	0	0	0	0	0	0	0	1	1	1
K15779	1	0	0	0	0	0	0	0	0	0
K15780	1	1	1	1	1	0	0	0	0	0
K15782	0	0	0	0	0	1	1	1	1	1
K15783	0	0	0	0	0	1	1	1	1	0
K15784	0	0	0	0	0	1	1	1	1	1
K15785	0	0	0	0	0	1	1	1	1	0
K15786	0	0	0	0	0	1	1	1	1	0
K15830	0	0	0	0	0	0	1	1	0	0
K15832	0	0	0	0	0	0	1	1	0	0
K15835	1	1	1	0	0	0	0	0	0	0
K15856	0	0	0	0	0	0	0	1	0	0
K15861	0	0	0	0	0	1	1	1	1	1
K15866	1	1	1	1	1	1	1	1	1	1
K15897	0	0	0	0	0	0	0	1	0	0
K15913	0	0	0	0	0	1	1	0	1	1
K15915	1	1	1	0	0	0	0	0	0	0
K15919	0	0	0	0	0	1	1	1	1	1
K15921	0	0	0	1	0	0	0	0	0	0
K15923	0	0	0	0	0	1	1	1	1	0
K15927	0	0	0	0	0	1	0	0	0	0
K15932	0	0	0	0	0	1	1	1	1	1
K15941	0	0	0	0	0	1	1	1	1	1
K15945	0	0	0	0	0	0	0	1	1	1
K15970	0	0	0	0	0	0	0	0	0	1
K15973	1	1	1	1	1	1	1	1	1	1
K15974	1	1	0	1	1	1	1	1	1	0
K15975	1	1	1	1	1	1	1	1	1	1
K15976	1	1	1	1	1	1	0	0	0	0
K15977	1	0	1	0	0	1	1	1	1	1
K15983	0	0	1	0	0	0	0	0	0	0
K15984	1	1	1	1	1	0	0	0	0	0
K15986	1	1	1	1	1	0	0	0	0	0
K15987	0	0	0	0	0	1	1	1	1	1
K16011	1	0	0	0	0	1	0	0	0	0
K16012	1	1	1	1	1	1	1	1	1	1
K16013	1	1	1	1	1	1	1	1	1	1
K16019	0	0	0	0	0	1	1	1	1	1
K16038	0	0	0	0	0	0	0	1	0	0
K16043	0	0	0	0	0	1	1	1	1	1
K16044	1	1	1	1	1	1	1	1	1	1
K16047	0	0	0	0	0	1	1	1	1	1
K16048	0	1	0	0	0	0	0	0	0	0
K16052	1	1	1	1	0	1	1	1	1	1
K16066	1	0	1	0	1	1	1	1	1	1
K16074	0	0	0	0	0	1	1	1	1	1
K16079	0	0	0	0	0	1	1	1	1	1
K16081	0	0	0	0	0	0	0	1	0	0
K16087	0	1	0	0	0	1	1	1	1	1
K16089	0	0	0	0	0	1	1	1	1	1
K16090	0	0	0	1	0	1	1	1	1	1
K16092	0	1	0	0	0	0	0	0	0	0
K16135	0	1	0	0	0	1	1	1	1	1
K16137	0	0	0	0	0	1	1	1	1	1
K16138	1	1	1	1	1	1	1	1	1	1
K16146	0	0	0	0	0	1	0	0	0	0
K16147	1	1	1	1	1	1	1	1	1	1
K16149	1	1	1	1	1	0	0	0	0	0
K16150	1	1	1	1	1	1	1	1	1	1
K16164	0	0	0	0	0	1	0	1	1	1
K16165	0	0	0	0	0	1	1	1	1	1
K16167	0	0	0	0	0	1	1	1	1	1
K16168	1	1	1	1	1	1	1	1	1	1
K16169	1	1	1	1	1	0	0	0	0	0
K16171	0	0	0	0	0	1	1	1	1	1
K16214	0	0	0	0	0	0	1	0	0	0
K16216	1	1	1	1	1	0	0	0	0	0
K16234	0	1	0	0	0	0	0	0	0	0
K16238	0	1	0	0	0	1	1	1	1	1
K16264	1	1	1	1	1	0	1	1	1	1
K16267	0	1	0	0	0	0	0	0	0	0
K16291	0	0	0	0	0	1	1	1	1	1
K16301	0	0	0	0	0	1	0	0	1	0
K16306	0	0	0	0	0	1	1	1	1	1
K16308	0	0	1	0	0	0	0	0	0	0
K16318	0	0	0	0	0	1	1	0	0	0
K16322	0	0	0	0	0	1	0	1	1	1
K16326	1	1	1	1	1	0	0	0	0	0
K16328	1	1	1	1	1	1	1	1	1	1
K16329	0	0	0	0	0	1	1	1	1	0
K16330	0	0	0	0	0	0	1	0	0	1
K16345	1	1	1	1	1	0	0	0	0	0
K16348	0	0	0	0	0	1	1	1	1	1
K16509	1	1	1	1	1	0	0	0	0	0
K16511	1	1	1	1	1	0	0	0	0	0
K16514	0	0	0	0	0	0	1	1	0	0
K16515	0	0	0	0	0	0	1	0	0	0
K16516	0	0	0	0	0	0	1	0	0	0
K16531	0	0	0	0	1	0	0	0	0	0
K16552	0	0	0	0	0	1	1	1	1	1
K16554	0	0	0	1	0	1	1	1	1	1
K16555	0	0	0	0	0	1	1	1	1	1
K16556	0	1	0	0	0	1	1	1	1	1
K16559	1	1	1	1	1	1	1	1	1	1
K16562	0	0	0	0	0	0	0	0	0	1
K16565	0	0	0	0	0	1	1	1	1	0
K16566	1	0	0	0	0	1	1	1	1	1
K16567	0	0	0	0	0	1	1	1	1	1
K16568	0	1	1	1	1	1	1	1	1	1
K16593	0	0	0	0	0	1	1	1	1	1
K16639	1	1	1	1	1	1	1	1	1	1
K16651	0	0	0	0	0	0	0	0	1	0
K16669	0	0	0	0	0	1	1	1	1	1
K16692	0	1	0	0	0	1	1	1	1	1
K16693	0	1	0	0	0	0	0	0	0	0
K16694	0	0	0	0	0	0	0	0	0	1
K16695	0	0	0	0	0	1	1	1	1	1
K16698	1	1	1	1	1	1	1	1	1	1
K16699	1	1	1	1	1	0	0	0	0	0
K16703	0	0	0	0	0	1	1	1	1	1
K16704	1	1	0	0	0	0	0	0	0	0
K16705	0	0	0	0	0	1	1	1	1	1
K16710	0	1	0	0	0	0	0	0	0	0
K16783	0	0	0	0	0	1	1	1	1	1
K16784	1	0	1	1	1	1	1	1	1	1
K16785	1	1	1	1	1	0	0	0	0	0
K16786	1	1	1	1	1	0	0	0	0	0
K16787	1	1	1	1	1	0	0	0	0	0
K16789	1	1	1	1	1	0	0	0	0	0
K16795	0	0	0	0	0	0	1	1	1	1
K16841	0	0	0	0	0	1	1	1	1	1
K16842	0	0	0	0	0	1	1	1	1	1
K16844	0	0	0	0	0	0	1	1	1	1
K16856	0	0	0	0	0	1	1	1	1	1
K16862	0	0	0	0	0	0	0	0	1	1
K16868	1	1	1	1	1	1	1	1	1	1
K16870	0	0	0	0	0	1	0	1	0	0
K16873	0	0	0	0	0	1	0	0	0	0
K16874	0	0	0	0	0	1	1	1	0	1
K16881	0	0	0	0	0	0	0	1	0	0
K16898	1	1	1	1	1	1	1	1	1	1
K16899	1	1	1	1	1	1	1	1	1	1
K16904	1	1	1	1	1	0	0	0	0	0
K16906	1	1	1	0	0	0	0	0	0	0
K16907	1	1	1	0	1	0	0	0	0	0
K16919	1	1	1	1	1	0	0	0	0	0
K16921	1	1	1	1	1	0	0	0	0	0
K16925	1	1	1	0	1	0	0	0	0	0
K16927	1	1	1	1	1	0	0	0	0	0
K16937	1	1	1	1	1	0	0	0	0	0
K16953	0	0	0	0	0	1	1	1	1	1
K16957	0	0	0	0	0	1	1	1	1	1
K16958	0	0	0	0	0	1	1	1	1	1
K16959	0	0	0	0	0	1	1	1	1	1
K17060	0	0	0	0	0	1	1	1	1	1
K17077	1	1	1	1	1	1	1	1	1	1
K17100	0	1	0	1	0	0	0	0	0	0
K17103	1	1	1	1	1	1	1	1	1	1
K17202	0	0	0	0	0	1	1	1	1	1
K17203	0	0	0	0	0	1	1	1	1	1
K17204	0	0	0	0	0	1	1	1	1	1
K17205	0	0	0	0	0	0	1	1	1	0
K17206	0	0	0	0	0	0	1	1	1	0
K17207	0	0	0	0	0	0	1	1	1	0
K17213	0	0	0	0	0	1	1	1	1	1
K17214	0	0	0	0	0	1	1	1	1	1
K17215	0	0	0	0	0	1	1	1	1	1
K17216	1	1	1	1	1	0	0	0	0	0
K17217	1	1	1	1	1	0	0	0	0	0
K17218	0	0	0	0	0	1	0	0	0	0
K17228	0	0	0	0	0	0	0	0	1	0
K17230	0	0	0	0	0	0	1	0	0	1
K17237	0	0	0	0	0	1	1	1	1	1
K17238	0	0	0	0	0	1	1	1	1	1
